127.0.0.1 - - [20/Feb/2020:18:02:18 +0000] "POST /wp-cron.php?doing_wp_cron=1582221737.9958150386810302734375 HTTP/1.0" 200 0 "http://rimondia.local/wp-cron.php?doing_wp_cron=1582221737.9958150386810302734375" "WordPress/5.3.2; http://rimondia.local"
127.0.0.1 - - [20/Feb/2020:18:02:18 +0000] "GET /2020/02/20/hello-world/ HTTP/1.0" 200 30746 "http://rimondia.local/2020/02/20/hello-world/" "WordPress/5.3.2; http://rimondia.local"
127.0.0.1 - - [20/Feb/2020:18:02:38 +0000] "GET / HTTP/1.0" 200 25729 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:02:38 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://rimondia.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:04:28 +0000] "GET /hello-world/ HTTP/1.0" 499 0 "http://rimondia.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:04:28 +0000] "GET /hello-world/ HTTP/1.0" 200 30613 "http://rimondia.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:04:28 +0000] "GET /hello-world/ HTTP/1.0" 200 30613 "http://rimondia.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:04:28 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://rimondia.local/hello-world/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:04:31 +0000] "GET /category/uncategorized/ HTTP/1.0" 200 26312 "http://rimondia.local/hello-world/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:04:31 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://rimondia.local/category/uncategorized/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:04:44 +0000] "GET /hello-world/ HTTP/1.0" 200 30613 "http://rimondia.local/category/uncategorized/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:04:45 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://rimondia.local/hello-world/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:05:12 +0000] "GET /admin HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:05:12 +0000] "GET /wp-admin/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:05:12 +0000] "GET /wp-login.php?redirect_to=http%3A%2F%2Frimondia.local%2Fwp-admin%2F&reauth=1 HTTP/1.0" 200 4821 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:05:12 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://rimondia.local/wp-login.php?redirect_to=http%3A%2F%2Frimondia.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:05:15 +0000] "POST /wp-login.php HTTP/1.0" 302 0 "http://rimondia.local/wp-login.php?redirect_to=http%3A%2F%2Frimondia.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:05:17 +0000] "GET /wp-admin/ HTTP/1.0" 200 57718 "http://rimondia.local/wp-login.php?redirect_to=http%3A%2F%2Frimondia.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
127.0.0.1 - - [20/Feb/2020:18:05:17 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=5.3.2 HTTP/1.0" 200 108765 "http://rimondia.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
